"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","21000","31.9","32.9","25.1","27.85","27.6","27.85","1274","13395.93","18.93","270300","270300","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","22000","13.95","16.4","12.05","12.6","12.25","12.6","837","9212.38","5.38","84650","84650","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","23000","10.15","10.15","7.7","9.4","9.4","12.9","19","218.58",".08","17850","17850","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","24000","0","0","0","6.85","6.85","3.95","0","0","0","50","50","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","18000","903.45","903.5","780","797.05","789.1","797.05","2003","18842.68","815.68","474750","474750","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","19000","307","358.15","290","297.45","290","297.45","2933","28318.14","454.64","527400","527400","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","17000","1599","1630.5","1500","1524.65","1505.8","1524.65","240","2224.76","184.76","281050","281050","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","11000","0","0","0","5879.7","0","7327.25","0","0","0","0","0","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6345.4","0","0","0","0","0","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","13000","5297.95","5307.15","5197.25","5242.35","5197.25","5242.35","1141","10409.2","2992.7","209250","209250","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","14000","4300","4300","4200.15","4235.75","4246.1","4235.75","18","164.07","38.07","11600","11600","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","15000","3412.6","3434.4","3302.6","3337.7","3312.15","3337.7","182","1669.17","304.17","65600","65600","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","16000","2392","2392","2392","2392","2392","2485.15","1","9.2","1.2","12900","12900","18127.35"
"NIFTY","22-Dec-2022","29-Mar-2023","CE","20000","85.1","89.9","69.95","72.25","69.95","72.25","1532","15379.9","59.9","503400","503400","18127.35"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","21000","26","28","17.75","18.35","18","18.35","1685","17710.48","17.98","268500","-1800","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","22000","10.55","12.3","10.5","11.65","11.25","11.65","278","3059.59","1.59","87850","3200","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","23000","7.25","9.3","7.15","8.25","8.25","7.8","29","333.62",".12","18250","400","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","24000","0","0","0","6.85","6.85","2.25","0","0","0","50","0","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","18000","725.4","780","600.7","612.85","620.8","612.85","4133","38581.69","1384.69","483850","9100","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","19000","277","284.4","180.6","185.1","194.65","185.1","8657","83204.08","962.58","662050","134650","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","17000","1500","1500","1270","1289.65","1310","1289.65","970","8903.04","658.04","279700","-1350","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","11000","0","0","0","5879.7","0","7004.65","0","0","0","0","0","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6022.65","0","0","0","0","0","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","13000","5150","5174.9","4919","4952.4","4962.75","4952.4","1173","10594.31","2969.81","266200","56950","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","14000","4137.6","4137.6","4100.1","4104.35","4104.35","4104.35","5","45.28","10.28","11650","50","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","15000","3223","3270","3040","3048.6","3050","3048.6","88","797.46","137.46","67100","1500","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","16000","2326.95","2326.95","2129","2146.1","2137.9","2146.1","34","309.41","37.41","13300","400","17806.8"
"NIFTY","23-Dec-2022","29-Mar-2023","CE","20000","67.95","68.05","41.5","45.7","46","45.7","3846","38563.11","103.11","463550","-39850","17806.8"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","21000","19","25","14.4","15.05","15","15.05","1056","11096.96","8.96","283700","15200","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","22000","10.15","14.95","10.15","11.15","10.95","11.15","107","1177.6",".6","85500","-2350","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","23000","8.3","10","6.5","7.55","7.55","7.55","297","3416.71","1.21","21850","3600","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","24000","0","0","0","6.85","6.85","2.75","0","0","0","50","0","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","18000","625.6","743.65","595.65","693.9","687.6","693.9","2147","20055.67","732.67","472150","-11700","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","19000","199","246.95","184.95","228.05","223","228.05","2843","27319.33","310.83","661900","-150","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","17000","1295","1464.55","1295","1403.95","1385","1403.95","500","4593.98","343.98","280200","500","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","11000","0","0","0","5879.7","0","7206.6","0","0","0","0","0","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6224.05","0","0","0","0","0","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","13000","5023","5193.4","5023","5081.15","5076.25","5081.15","1076","9725.12","2731.12","319300","53100","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","14000","4100","4140.8","4100","4140.8","4140.8","4261","21","190.29","43.29","12600","950","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","15000","3100","3234.4","3100","3175.3","3159.95","3175.3","244","2217.73","387.73","75800","8700","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","16000","2137.9","2300.5","2137.9","2283.5","2283.5","2366.75","20","182.5","22.5","14100","800","18014.6"
"NIFTY","26-Dec-2022","29-Mar-2023","CE","20000","56","56","44.05","47.7","45.15","47.7","2171","21762.57","52.57","490900","27350","18014.6"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","21000","15.05","15.85","13.4","14.9","15.25","14.9","695","7302.71","5.21","276000","-7700","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","22000","12","12","6.9","7.55","7.6","7.55","1248","13733.19","5.19","118050","32550","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","23000","7.65","8.35","7.15","7.7","7.15","7.7","21","241.58",".08","22450","600","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","24000","0","0","0","6.85","6.85","3.15","0","0","0","50","0","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","18000","707.1","764.85","660.1","755.6","757.45","755.6","1548","14483.01","551.01","470850","-1300","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","19000","223","258.95","209.15","252.2","254.25","252.2","2608","25083.06","307.06","656350","-5550","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","17000","1473.55","1499.95","1348.05","1488.15","1499.95","1488.15","256","2357.32","181.32","283300","3100","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","11000","0","0","0","5879.7","0","7322.5","0","0","0","0","0","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6339.8","0","0","0","0","0","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","13000","5182.3","5248.6","5036.85","5198.45","5248.6","5198.45","1992","18054.58","5106.58","415200","95900","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","14000","4135","4250","4135","4244.75","4244.75","4244.75","24","218.15","50.15","13800","1200","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","15000","3264.4","3327.15","3133.65","3300.45","3315.25","3300.45","235","2145.62","383.12","81100","5300","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","16000","2310","2351.2","2212","2320","2320","2471.1","19","173.74","21.74","14600","500","18132.3"
"NIFTY","27-Dec-2022","29-Mar-2023","CE","20000","49.15","54.15","44.5","53.3","53.55","53.3","1432","14355.26","35.26","516150","25250","18132.3"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","21000","15.3","16.7","14.05","15.7","15.25","15.7","382","4014.02","3.02","276350","350","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","22000","7.65","8.1","6.8","6.9","6.8","6.9","547","6019","2","134150","16100","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","23000","7.95","9.45","7.5","8.5","8.55","8.5","237","2726.52","1.02","25450","3000","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","24000","0","0","0","6.85","6.85","2.85","0","0","0","50","0","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","18000","724","784","718.25","746.65","744","746.65","1390","13034.47","524.47","472250","1400","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","19000","237.15","265","234.95","247.4","246","247.4","1908","18366.18","240.18","674450","18100","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","17000","1436.45","1520","1436.45","1481.65","1465","1481.65","110","1016.43","81.43","282800","-500","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","11000","0","0","0","5879.7","0","7310.4","0","0","0","0","0","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6327.5","0","0","0","0","0","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","13000","5180.95","5253","5164.4","5191.25","5179.4","5191.25","1588","14450.96","4128.96","489600","74400","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","14000","4229.95","4291","4229.95","4291","4291","4363.15","31","282.93","65.93","15350","1550","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","15000","3255.65","3338.5","3232.8","3289.45","3271.8","3289.45","450","4115.85","740.85","100250","19150","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","16000","2333.8","2540","2328.3","2340","2340","2340","30","275.26","35.26","15800","1200","18122.5"
"NIFTY","28-Dec-2022","29-Mar-2023","CE","20000","55","56.5","48","52.95","51.35","52.95","984","9866.12","26.12","542250","26100","18122.5"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","21000","14.25","16","13.5","15.3","15.4","15.3","407","4276.46","2.96","278750","2400","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","22000","6.8","7.25","6.35","7.1","7.1","7.1","486","5347.66","1.66","146750","12600","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","23000","6.05","8.2","6.05","6.65","6.65","10.5","32","368.11",".11","25900","450","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","24000","0","0","0","6.85","6.85","3","0","0","0","50","0","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","18000","701.1","784.85","660.15","772.15","778","772.15","2083","19480.73","733.73","474450","2200","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","19000","225.1","265","209","257.05","261.85","257.05","3080","29617.9","357.9","706550","32100","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","20000","49.55","56.7","44.5","54.5","54.5","54.5","1318","13212.4","32.4","547000","4750","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","11000","7030","7200","7030","7197.55","7200","7197.55","59","536.3","211.8","2900","2900","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6394.05","0","0","0","0","0","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","13000","5100","5274.1","5055","5261.05","5266.45","5261.05","1174","10618.06","2987.06","544400","54800","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","14000","4108.15","4337.1","4108.15","4323.1","4297.4","4323.1","33","300.52","69.52","16000","650","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","15000","3212.6","3348.4","3155","3330.85","3340","3330.85","184","1675.85","295.85","107450","7200","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","16000","2215.45","2383.1","2215.45","2383.1","2383.1","2383.1","48","438.05","54.05","17100","1300","18191"
"NIFTY","29-Dec-2022","29-Mar-2023","CE","17000","1410","1590","1352.45","1526.7","1530","1526.7","150","1380.76","105.76","282350","-450","18191"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17100","0","0","0","1594.85","0","1520.15","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17150","0","0","0","1557.2","0","1483.15","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17200","0","0","0","1520","0","1447.2","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17250","0","0","0","1483.95","0","1411.05","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17300","0","0","0","1447.55","0","1375.35","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17350","0","0","0","1411.7","0","1339.45","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17400","0","0","0","1376.25","0","1304.8","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17450","0","0","0","1340.65","0","1270.65","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","21000","16","17.6","14","14.15","14","14.15","1049","11022.59","8.09","292800","14050","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","22000","7.45","7.6","6.6","7.15","7.2","7.15","206","2266.73",".73","150750","4000","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","23000","7.25","7.7","6.1","7.45","7.25","7.45","26","299.09",".09","26250","350","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","24000","7","7","7","7","7","7","11","132.04",".04","600","550","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17500","1135","1305","1065.7","1065.8","1066","1065.8","63","587.56","36.31","950","950","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17550","0","0","0","1272.4","0","1203.9","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17600","0","0","0","1239.05","0","1171.3","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17650","0","0","0","1206.15","0","1139.2","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17700","0","0","0","1173.8","0","1107.6","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17750","0","0","0","1141.95","0","1076.55","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17800","0","0","0","1110.6","0","1046.05","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17850","0","0","0","1079.8","0","1016.05","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17900","0","0","0","1049.5","0","986.6","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17950","0","0","0","1019.7","0","957.7","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18000","788","823.5","709","722.9","727.55","722.9","1287","12085.32","502.32","487500","13050","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18050","0","0","0","961.75","0","901.5","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18100","735","735","714.75","714.75","714.75","874.2","7","65.89","2.54","250","250","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18150","0","0","0","905.95","0","847.45","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18200","659","659","600","605.45","605.5","605.45","40","376.76","12.76","1650","1650","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18250","0","0","0","852.25","0","795.6","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18300","597","597","397.75","398","398.25","398","5","47.03","1.28","200","200","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18350","0","0","0","800.75","0","745.8","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18400","545","545","514.4","515.85","515.85","721.8","4","37.85","1.05","150","150","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18450","0","0","0","751.25","0","698.3","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18500","500","521.6","436.55","442.95","444.7","442.95","523","4963.24","125.49","14850","14850","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18550","0","0","0","703.95","0","652.9","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18600","440","457","388.05","396.1","399.65","396.1","61","579.97","12.67","2400","2400","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18650","0","0","0","658.8","0","609.6","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18700","0","0","0","637","0","588.75","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18750","0","0","0","615.7","0","568.45","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18800","0","0","0","594.95","0","548.6","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18850","0","0","0","574.7","0","529.3","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18900","0","0","0","554.95","0","510.5","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","18950","0","0","0","535.7","0","492.2","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19000","261.85","281.05","227.3","233.45","235.85","233.45","3992","38442.74","518.74","756850","50300","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19050","0","0","0","498.65","0","457.05","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19100","0","0","0","480.85","0","440.2","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19150","0","0","0","463.55","0","423.85","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19200","0","0","0","446.75","0","407.95","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19250","0","0","0","430.4","0","392.5","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19300","0","0","0","414.5","0","377.5","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19350","0","0","0","399.05","0","363","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19400","0","0","0","384.05","0","348.9","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19450","0","0","0","369.5","0","335.25","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19500","150","150","103.5","107.3","106","107.3","964","9454.83","55.83","28500","28500","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19550","0","0","0","341.7","0","309.15","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19600","0","0","0","328.4","0","297.6","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19650","0","0","0","315.55","0","285.65","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","19700","0","0","0","303.9","0","274.1","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","20000","58","59.95","42.95","45.1","45","45.1","3534","35430.56","90.56","580750","33750","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","11000","7250.05","7413.45","7250.05","7250.25","7250.25","7250.25","3","27.46","10.96","3000","100","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6306.95","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","13000","5332.75","5333.55","5150","5214.35","5234.6","5214.35","43","393.02","113.52","544650","250","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","14000","4321.8","4321.8","4307.85","4307.85","4307.85","4307.85","2","18.31","4.31","15950","-50","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","15000","3300","3415.3","3261.1","3273.8","3300","3273.8","216","1981.32","361.32","112650","5200","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","16000","2394","2474.95","2377.6","2410.85","2410.85","2433.05","64","590.05","78.05","19000","1900","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","16700","0","0","0","1910.9","0","1831.9","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","16750","0","0","0","1870","0","1791.5","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","16800","0","0","0","1829.5","0","1751.5","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","16850","0","0","0","1789.4","0","1711.9","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","16900","0","0","0","1749.65","0","1672.7","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","16950","0","0","0","1710.35","0","1633.9","0","0","0","0","0","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17000","1536","1584","1442.55","1462.55","1469.65","1462.55","221","2046.48","167.98","287150","4800","18105.3"
"NIFTY","30-Dec-2022","29-Mar-2023","CE","17050","0","0","0","1632.9","0","1557.65","0","0","0","0","0","18105.3"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","16800","0","0","0","1829.5","0","1810.4","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","16600","0","0","0","1993.7","0","1976","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","16650","0","0","0","1952.15","0","1934.05","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","16700","0","0","0","1910.9","0","1892.45","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","16000","2326.65","2400","2326.65","2385.55","2385.55","2385.55","22","202.05","26.05","19650","650","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","13000","5182.25","5263","5182.25","5263","5263","5263","5","45.53","13.03","544700","50","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","14000","0","0","0","4307.85","4307.85","4422.85","0","0","0","15950","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","15000","3271.85","3330","3271.85","3329.1","3329.1","3329.1","22","201.36","36.36","113150","500","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","11000","0","0","0","7250.25","7250.25","7373.85","0","0","0","3000","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6389.85","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","23000","7.3","7.7","6.3","7.7","7.7","8.5","21","241.57",".07","26950","700","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","24000","9.85","9.85","7","7","7","2.3","45","540.22",".22","2800","2200","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","20000","45.1","45.1","38","42.1","42.55","42.1","2284","22886.93","46.93","620650","39900","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","21000","14.2","15.95","13.3","14.1","14.15","14.1","286","3005","2","297300","4500","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","22000","7.4","7.4","6.2","7","7","7","98","1078.33",".33","151200","450","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19700","0","0","0","303.9","0","283.9","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19550","0","0","0","341.7","0","320.65","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19600","0","0","0","328.4","0","307.7","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19650","0","0","0","315.55","0","295.95","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19450","0","0","0","369.5","0","347.8","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19500","102","104.9","92.7","100.65","101.85","100.65","1749","17139.92","87.17","73100","44600","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19350","0","0","0","399.05","0","376.75","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19400","0","0","0","384.05","0","362.05","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19200","0","0","0","446.75","0","423.65","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19250","0","0","0","430.4","0","407.55","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19300","0","0","0","414.5","0","391.95","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19100","279","279","279","279","279","457.3","1","9.69",".14","50","50","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19150","0","0","0","463.55","0","440.2","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18950","0","0","0","535.7","0","511.45","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19000","230","238.4","213.85","228.7","229.1","228.7","3730","35859.33","424.33","805650","48800","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","19050","0","0","0","498.65","0","474.85","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18850","0","0","0","574.7","0","550.1","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18900","0","0","0","554.95","0","530.5","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18750","0","0","0","615.7","0","590.8","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18800","0","0","0","594.95","0","570.2","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18600","401.6","411.05","386","404.2","398.45","404.2","51","484.6","10.3","4300","1900","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18650","0","0","0","658.8","0","633.65","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18700","0","0","0","637","0","611.95","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18500","448.9","462","418.55","451.45","454.95","451.45","435","4121.33","97.58","23100","8250","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18550","0","0","0","703.95","0","678.65","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18350","0","0","0","800.75","0","775.25","0","0","0","0","0","18197.45"
