"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17050","0","0","0","1632.9","0","1369.6","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17100","0","0","0","1594.85","0","1331.4","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","16900","0","0","0","1749.65","0","1487.15","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","16950","0","0","0","1710.35","0","1447.5","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","16750","0","0","0","1870","0","1608.9","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17550","0","0","0","1272.4","0","1012.15","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17600","0","0","0","868","868","979.65","0","0","0","2550","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17400","0","0","0","950","950","1113.35","0","0","0","5750","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17450","0","0","0","1340.65","0","1079","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17250","0","0","0","1483.95","0","1220.6","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17300","0","0","0","1447.55","0","1184.5","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17350","0","0","0","1411.7","0","1148.25","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17150","0","0","0","1557.2","0","1293.75","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17950","0","0","0","813.2","813.2","769.4","0","0","0","50","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17750","0","0","0","1141.95","0","885.75","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17800","702.7","720","649.95","657.65","655","657.65","158","1460.43","54.23","18950","350","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17850","0","0","0","1079.8","0","826.3","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17650","0","0","0","1206.15","0","947.75","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17700","768.95","788","711","730","730","730","136","1255.01","51.41","10050","-1600","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17500","920","953.95","860","871.1","870","871.1","218","2006.22","98.72","66150","2750","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18300","388","405","348","356.7","356","356.7","737","6882.68","139.13","31950","-8300","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18100","517.95","528","459","471.3","464","471.3","296","2752.18","73.38","26250","4850","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18150","0","0","0","905.95","0","663.2","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18200","443","466","400.45","410.05","404","410.05","476","4433.26","101.66","31350","2200","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18000","571.95","590.4","516","527.5","527","527.5","3207","29750.16","887.16","662000","-7950","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18050","0","0","0","961.75","0","715","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","17900","644.6","657","580","589.1","590.5","589.1","211","1953.46","65.01","15300","-350","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18700","204.95","219.5","182.7","186.95","188.55","186.95","498","4705.13","48.83","48200","250","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18500","294.95","305","259.2","263.25","262.6","263.25","2125","19950.32","294.07","294500","12000","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18550","0","0","0","703.95","0","481.35","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18350","364.55","373","329.7","331.85","332.6","331.85","168","1571.16","29.76","5700","5600","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18400","344.35","351.25","303","308.4","309.75","308.4","324","3033.28","52.48","31550","2250","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18450","0","0","0","320","320","523.05","0","0","0","300","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18250","439.5","439.5","387.6","388","388","613.9","67","625.07","13.7","3300","3100","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18900","140","151.05","123.95","127.8","129","127.8","575","5471.99","38.24","22450","6250","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18950","0","0","0","535.7","0","338.45","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18750","0","0","0","615.7","0","405.25","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18800","170","182.3","152.05","154.7","152.05","154.7","1379","13077.62","115.02","51100","-26250","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18600","251.95","260.95","219.05","221.65","222","221.65","382","3597.44","44.84","35950","3400","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","18650","0","0","0","658.8","0","442.1","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","19250","0","0","0","430.4","0","255.25","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","19300","0","0","0","414.5","0","243.1","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","19100","93.85","98.8","80","81.25","80.5","81.25","1732","16619.19","78.59","121400","51100","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","19150","0","0","0","463.55","0","280.4","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","19200","0","0","0","446.75","0","267.2","0","0","0","0","0","18027.65"
"NIFTY","20-Jan-2023","29-Mar-2023","CE","19000","115","125","102","105","105.55","105","5269","50351.54","296.04","1041450","15850","18027.65"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19050","0","0","0","498.65","0","322.15","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19600","0","0","0","328.4","0","185.65","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19650","0","0","0","315.55","0","176","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19700","0","0","0","303.9","0","166.75","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19450","0","0","0","369.5","0","217.15","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19500","38.95","41.65","36","37.05","36.9","37.05","3136","30635.94","59.94","327350","35300","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19550","0","0","0","341.7","0","195.7","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19350","0","0","0","399.05","0","241.05","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19400","0","0","0","384.05","0","229.2","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19200","0","0","0","446.75","0","278.85","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","23000","6.35","6.5","5.55","6","6","1.6","28","322.09",".09","29400","-100","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","24000","0","0","0","7","7","0.3","0","0","0","2800","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","21000","8.75","9.5","8.15","8.65","8.35","8.65","428","4495.86","1.86","298250","1050","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","22000","8.4","8.4","6.1","6.8","7.35","6.8","168","1848.58",".58","159250","-2700","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19750","0","0","0","291.95","0","157.95","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","20000","18.45","20","17.45","18.5","18","18.5","1546","15474.41","14.41","685050","-15650","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","15000","3184.4","3280.4","3180","3231.85","3225.6","3231.85","1290","11764.31","2089.31","263600","58350","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","11000","0","0","0","7211.6","7212.65","7253.5","0","0","0","3150","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6265.75","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16350","0","0","0","2206.65","0","2022","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16400","0","0","0","2163.45","0","1977.15","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16450","0","0","0","2120.55","0","1932.55","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16000","2244.4","2310","2242.95","2280.45","2271.95","2280.45","293","2677.84","333.84","101750","8400","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","13000","5264.05","5615.3","5177.1","5203.45","5203.55","5203.45","72","659.15","191.15","548900","-900","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","14000","4165","4165","4165","4165","4165","4290.45","1","9.08","2.08","17650","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16800","0","0","0","1829.5","0","1630.45","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16850","0","0","0","1789.4","0","1588.85","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16650","0","0","0","1952.15","0","1757.7","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16700","0","0","0","1910.9","0","1714.85","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16500","1765.05","1827","1765.05","1826.95","1826.95","1888.35","6","54.94","5.44","3800","50","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16550","0","0","0","2035.65","0","1844.45","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16600","0","0","0","1993.7","0","1800.9","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17150","0","0","0","1557.2","0","1348.85","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17200","0","0","0","1520","0","1310.55","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17000","1325.65","1383.4","1325.05","1345.25","1348","1345.25","289","2651.79","195.29","342100","-50","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17050","0","0","0","1632.9","0","1426.9","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17100","0","0","0","1594.85","0","1387.6","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16900","0","0","0","1749.65","0","1547.65","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16950","0","0","0","1710.35","0","1506.95","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","16750","0","0","0","1870","0","1672.45","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17550","0","0","0","1272.4","0","1057.75","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17600","0","0","0","868","868","1024.05","0","0","0","2550","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17350","0","0","0","1411.7","0","1199.55","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17400","1072.15","1072.15","1039","1039","1039","1163.35","2","18.46","1.06","5800","50","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17450","0","0","0","1340.65","0","1127.05","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17250","0","0","0","1483.95","0","1272.8","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17300","0","0","0","1447.55","0","1235.6","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17950","0","0","0","813.2","813.2","805.3","0","0","0","50","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17750","0","0","0","1141.95","0","926.5","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17800","690.6","731","689","709","709","895.25","80","740.54","28.54","16600","-2350","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17850","0","0","0","1079.8","0","864.6","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17650","0","0","0","1206.15","0","990.9","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17700","0","0","0","730","730","958.4","0","0","0","10050","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17500","915","960","895","928.6","930.2","928.6","287","2645.47","134.22","65100","-1050","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18100","506","529.95","484","508.2","501","508.2","288","2679.61","73.21","26850","600","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18150","492","501.85","460.45","471.45","470.1","471.45","124","1155.19","29.89","3550","3550","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18200","431.55","467.2","427.5","444.4","443.85","444.4","392","3655.03","87.83","39200","7850","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18000","550.05","597.75","545","570.85","570.1","570.85","2339","21724.92","673.92","654500","-7500","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18050","0","0","0","961.75","0","748.55","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","17900","623.1","660.95","616.45","636.5","636.65","636.5","68","630.33","21.73","15450","150","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18700","203.75","214.35","193.45","202.85","200.35","202.85","608","5746.68","61.88","60000","11800","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18500","275","302","272","286.4","286.95","286.4","2477","23268.73","356.48","335450","40950","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18550","0","0","0","703.95","0","503.95","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18350","350.5","385.25","350.5","364","364","364","5","46.79",".91","5750","50","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18400","329.3","352.15","321.05","335.8","338.35","335.8","402","3766.88","68.48","33500","1950","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18450","0","0","0","320","320","547.65","0","0","0","300","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18250","401.7","436","401.7","436","436","642.95","3","28.01",".64","3200","-100","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18300","379.45","408.9","369.7","384.95","383","384.95","378","3532.74","74.04","36650","4700","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18850","0","0","0","574.7","0","387.75","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18900","145","147.95","133.35","136.6","135.15","136.6","272","2589.42","19.02","26650","4200","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18950","0","0","0","535.7","0","353.8","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18750","0","0","0","615.7","0","424.05","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18800","164.2","177.85","160.1","167","168","167","714","6772.03","60.43","62350","11250","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18600","230","255","230","240.95","239.05","240.95","641","6040.71","79.41","48500","12550","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","18650","0","0","0","658.8","0","462.75","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19250","0","0","0","430.4","0","265.45","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19300","0","0","0","414.5","0","252.55","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19100","80.5","95.55","80.5","86.35","85.45","86.35","2562","24583.07","115.97","178850","57450","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19150","0","0","0","463.55","0","292.75","0","0","0","0","0","18118.55"
"NIFTY","23-Jan-2023","29-Mar-2023","CE","19000","114","121","108.05","112.75","112","112.75","4542","43411.06","262.06","1055050","13600","18118.55"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","15000","3275.65","3307","3182.6","3227.5","3244.2","3227.5","2145","19556.51","3469.01","362100","98500","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","11000","0","0","0","7211.6","7212.65","7251.55","0","0","0","3150","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6263.65","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16350","0","0","0","2206.65","0","2017.3","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16400","0","0","0","2163.45","0","1972.3","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16450","0","0","0","2120.55","0","1927.65","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16000","2331.55","2348.35","2232.6","2274.15","2252.65","2274.15","1096","10027.05","1259.05","137400","35650","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","13000","5233","5233","5182.1","5188.65","5182.1","5188.65","18","163.87","46.87","549150","250","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","14000","0","0","0","4165","4165","4288.05","0","0","0","17650","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16800","0","0","0","1829.5","0","1624.7","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16850","0","0","0","1789.4","0","1583","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16650","0","0","0","1952.15","0","1752.3","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16700","0","0","0","1910.9","0","1709.4","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16500","1826.95","1836.25","1790","1791","1791","1883.3","41","375.35","37.1","4400","600","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16550","0","0","0","2035.65","0","1839.3","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16600","0","0","0","1993.7","0","1795.6","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17200","0","0","0","1520","0","1303.95","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17000","1393.5","1407.95","1314","1343.9","1336.05","1343.9","114","1046.42","77.42","342250","150","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17050","0","0","0","1632.9","0","1420.65","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17100","0","0","0","1594.85","0","1381.2","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16900","0","0","0","1749.65","0","1541.7","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16950","0","0","0","1710.35","0","1500.9","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","16750","0","0","0","1870","0","1666.85","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17550","0","0","0","1272.4","0","1050.55","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17350","0","0","0","1411.7","0","1192.65","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17400","0","0","0","1039","1039","1156.4","0","0","0","5800","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17450","0","0","0","1340.65","0","1120","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17250","0","0","0","1483.95","0","1266.1","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17300","0","0","0","1447.55","0","1228.8","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17150","0","0","0","1557.2","0","1342.3","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17950","0","0","0","813.2","813.2","797.65","0","0","0","50","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17750","0","0","0","1141.95","0","919","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17800","728.75","750","691.05","695.65","691.75","695.65","51","471.89","17.99","15900","-700","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17850","0","0","0","1079.8","0","857.05","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17600","900","900","900","900","900","1016.75","1","9.25",".45","2500","-50","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17650","0","0","0","1206.15","0","983.55","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17700","619.75","619.75","619.75","619.75","619.75","950.95","1","9.16",".31","10050","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17500","962","980.8","900","915.95","911.55","915.95","560","5161.02","261.02","74800","9700","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18300","383","418","369.25","378.95","379","378.95","362","3383.19","70.89","41350","4700","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18100","526.95","540","484","495.75","487.45","495.75","408","3796.46","104.06","30650","3800","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18150","471.45","471.45","463.3","463.3","463.3","463.3","2","18.62",".47","3550","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18200","464","480.5","425","439.5","435.6","439.5","333","3105.32","75.02","39450","250","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18000","590","610.2","545.25","557.1","555","557.1","2333","21673.53","676.53","644950","-9550","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18050","0","0","0","961.75","0","740.9","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","17900","663.95","678.9","613.95","628.95","619.7","628.95","215","1993.99","69.74","17850","2400","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18500","300","311.05","270.5","281.65","275.5","281.65","2321","21807.53","338.28","368650","33200","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18550","0","0","0","703.95","0","496.5","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18350","379.6","386.9","352.75","352.75","352.75","352.75","52","486.79","9.69","5800","50","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18400","350.95","364.05","322","326.6","324","326.6","486","4554.97","83.77","40650","7150","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18450","0","0","0","320","320","540.1","0","0","0","300","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18250","426","439.15","407.55","415","415","635.25","12","112.04","2.54","3250","50","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18850","0","0","0","574.7","0","380.75","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18900","144.4","150.6","128","136.1","128","136.1","561","5341.1","39.65","33400","6750","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18950","0","0","0","535.7","0","347","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18700","212.3","220.55","193","200.25","197.95","200.25","423","3999.13","44.08","68100","8100","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18750","0","0","0","615.7","0","416.85","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18800","175","182.15","158.6","165.05","163.3","165.05","470","4458.28","40.28","66450","4100","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18600","252.55","261","230","238.7","233","238.7","365","3438.88","44.38","51800","3300","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","18650","0","0","0","658.8","0","455.4","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19250","0","0","0","430.4","0","259.3","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19300","0","0","0","414.5","0","247.35","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19100","90","97.85","82.5","86.35","85","86.35","1732","16619.01","78.41","181650","2800","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19150","0","0","0","463.55","0","286.35","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19200","0","0","0","446.75","0","272.55","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19000","117.15","123","108.45","112.6","110","112.6","5559","53132.84","322.34","1074950","19900","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19050","0","0","0","498.65","0","315.55","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19650","0","0","0","315.55","0","170.9","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19700","0","0","0","303.9","0","161.8","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19450","0","0","0","369.5","0","211.5","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19500","37.05","40.65","34","37.55","36.15","37.55","2647","25857.94","49.69","346150","18800","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19550","0","0","0","341.7","0","190.35","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19350","0","0","0","399.05","0","235.15","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","19400","0","0","0","384.05","0","223.5","0","0","0","0","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","23000","4.6","4.6","4.6","4.6","4.6","1.45","2","23","0","29450","50","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","24000","0","0","0","7","7","0.25","0","0","0","2800","0","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","21000","7.75","8.6","7.3","7.8","7.5","7.8","1025","10766.52","4.02","307200","8950","18118.3"
"NIFTY","24-Jan-2023","29-Mar-2023","CE","22000","6.75","7.7","6.45","7.25","6.9","7.25","174","1914.6",".6","162800","3550","18118.3"
